央视,#genre#
CCTV5+,https://mgtv.ottiptv.cc/mg/641886773.m3u8?userid=423579792&sign=37bcdb3ffdc91f74b808cea93893037c8856bb83fa587517194d8772d3cd6e5c3424b3c04511e99ef0c73bbbe9aa87a4040f13d8770f939d91ac3890edb001c57fdc9636fbea1b25df13ab0702a006a1&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,https://mgtv.ottiptv.cc/mg/624878396.m3u8?userid=423579792&sign=14e4ad66414b4b69fd33380b2d9afba1c56d706e8ef47c55aa35ac56c27c766171e95d1b525e1bde32363f1b34d33f65598cba03febb731efc68e02ea1aee55229233c6d0fdf46662b03b1992e74709b&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv6,https://live.ottiptv.cc/mcp/cctv6.m3u8?userid=423579792&sign=553400c2c990f49e42af0587317947d723d52bd194f91e6e2363b2a45621a5e1f2661dd44b561a6f32738651c9ccba129a3b25bc1916326b7434e3adaa272872000c027d4bd16d77dcfdc14d&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV6,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8?
CCTV7,https://mgtv.ottiptv.cc/mg/673168121.m3u8?userid=423579792&sign=a8ded86eed73cda0e18464545b6300f452c24e87cbc67dad8a2fbd08367a2ea07262a4996b4e638d90fd6889deaba34642be3b6a72b9ccba27b8b043109a85e0ac137f16d86fc1c29396983822b5900f&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv7,https://live.ottiptv.cc/mcp/cctv7.m3u8?userid=423579792&sign=b384c5ec0c6dffc00b297ecad46ef2dcaf2b0071b5910b5bf28326fd7382a1d9c0abbdcb9d56e629009a1a7b65321bfe924bdc3006dfe7f7a6188e9f8bbf6d486c3ea257cb132c13a9dca875&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV7,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?
CCTV8,https://mgtv.ottiptv.cc/mg/624878356.m3u8?userid=423579792&sign=f00b2e1f5c6cb914ba18f493a3f47d22b4916570580d70c159466b22d04da77e218bf809034857529e280c6fbb42164472819140c5ccd8abe3a7b39298dcbb29f7322a3db1ce2d6a2762fd19c89b1af3&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv8,https://live.ottiptv.cc/mcp/cctv8.m3u8?userid=423579792&sign=d4c6c2b348b1b246a225e6be39c373294188087c5a3a64335ba7e968e818db479642c62cf9708af3ab8d3587c574376435388258ce7355b8088d657799a25aaf41a03ccfdd7d3f9288ce29fb&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV8,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226485/1.m3u8?
CCTV9,https://mgtv.ottiptv.cc/mg/673168140.m3u8?userid=423579792&sign=85913ed9e21dc8428f8877e1ff1cb1838f36d97cb45e752532ec7f79d06d3a1152fd3d8e0431409772ab041b20dbadca71b8c1657285fb86dee3d8e0f808f7423d6e111b82c60ba25a5ffa634c7e02a9&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv9,https://live.ottiptv.cc/mcp/cctv9.m3u8?userid=423579792&sign=070b358d2d3b2855b717df229a740fd39e20f62caa951eaa2db8d2e0a16e16431ebd9cddfc1b85c74972f411d847b3a367713127701973388a67cff938ca06d452b41449e303bb985ffb9a31&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV9,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?
CCTV10,https://mgtv.ottiptv.cc/mg/624878405.m3u8?userid=423579792&sign=c1ee0e2659f6688fff3480f9f442ad78aa8f7e2d44907535c702cdd7dadd842019c3bbafc692d04f5425e22f6fe4cb979d1b4e54d00ec6df92353e10c707cfa4d894841ddbb9f524f9fb5e4df42154ab&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv10,https://live.ottiptv.cc/mcp/cctv10.m3u8?userid=423579792&sign=f35bf679c759eefca7ca0bb8a6bd89ec6e6fc650e18f3902073620fe0f99b5bd31785ff94ce2d2956df11281c6d4ad4e556e550493e4faccccf0a9c8d86c88f64bfe82d4570c7edf17ecdf07bc&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV10,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?
CCTV11,https://mgtv.ottiptv.cc/mg/667987558.m3u8?userid=423579792&sign=b2395bd7de77aef25021f72939fdad1662ab6d26d773b02ca89e51b98efc083929281b1c342729ee5c1881f0501a357e66bab7b9e705615b94583d34b1b49c88cf32f470e4eae709f93c25d87d696895&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv11,https://live.ottiptv.cc/mcp/cctv11.m3u8?userid=423579792&sign=e18cab5fcdec4fc064612467aec101471bd0acd9e49c212441e0f74e76c6bed925af577077b811933af7572d2623f32388d2baef512ee0e99fcdac7d0ee99f2a3cf72f532a05fe2e1b63ce326a&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV11,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?
CCTV12,https://mgtv.ottiptv.cc/mg/673168185.m3u8?userid=423579792&sign=766bab597d6bf64fdddd5e669968d7e83fb6104078b2c60aff001c13a0333917eb9f4d81f3beae8245f95d16eedd9b8d037f754594145fe6a95b81581d16b57119f731142bfcfe412de67ad2ea5b5c4c&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv12,https://live.ottiptv.cc/mcp/cctv12.m3u8?userid=423579792&sign=40e553369018580f2b5cd6904adccd44a99a0653ee0276a6614d7ce90ee15cdafda6e266b969638ba816c590269c7bf0997283bf2d572654eeda3679e5a16d4dd6047d57ebe6e58aef00abf9d5&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV12,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?
CCTV13,https://mgtv.ottiptv.cc/mg/608807423.m3u8?userid=423579792&sign=25c7d681fa1e8d5fa958bd99750992125d3c15fd414ba53bb3971e6a92d99e6ec943a87ca241cd0f0fd4b18e5e38c996c9b6f1b4c1d82ff2d2b2178bfef347ec419ee92dfacaa2135a71885fc2ee77b5&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv13,https://live.ottiptv.cc/mcp/cctv13.m3u8?userid=423579792&sign=9fd563d67c233fdbd182a306398688ef2cd221bdc0d65aa55b97fae5d52842378ec6a344fbde413ecc7ad708559b7b64c36f6d723edb093ff0e91cfcca366aa84646912fbad12bd0e9e1f9ab9d&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV13,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?
CCTV14,https://mgtv.ottiptv.cc/mg/624878440.m3u8?userid=423579792&sign=c860fb5f543274cb6d717acf626bb162b451ac4fce69af62ee812ccf6ed6255a5b644bd1602d30064985d7257271045a1071310c3cfa96ecb24e3a10db54368fa53a1b8033ec1d81652ad20f26477250&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv14,https://live.ottiptv.cc/mcp/cctv14.m3u8?userid=423579792&sign=3fc8fe2923821b7fb0c27049368b8e601446f740a55e37737c776408044ba8a42cc545c4c1d90b99e5c31a378b961fc94856668513aa0aff2f9402c70f91016369c84a15d6d2bc980abf1f9dca&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV14,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?
CCTV15,https://mgtv.ottiptv.cc/mg/673168223.m3u8?userid=423579792&sign=4ff42d96bc694cba5764527d6f925905deb77187b6e2d47874485f0d21911bfb604dfd9a94adc6449a0a54979820a9c5fb911706ed17829e6619ea69eefc4229601a5879ddd0efcff4e4993f5032aad4&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv15,https://live.ottiptv.cc/mcp/cctv15.m3u8?userid=423579792&sign=e08eca19ceaccd9ac7e9034927391e09f24fce8b6d22c0c61c35e953fedde4e659649c39cbc0891178e49767491ab30202814ca72ecd1068cf084d75294657ef055a63605b1e39bae44368429c&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV15,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?
cctv16,https://live.ottiptv.cc/mcp/cctv16.m3u8?userid=423579792&sign=d6002c18e075925c2666fe214c8460e531de28083e6b0123054aceff534fd977251ec8f6a8c1db0185d9539bea8b989626c3c79382ec50f5f8a9e6f5029da2af1acf0a508ad617bef87cf52184&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv16,https://live.ottiptv.cc/mst/cctv16-2.m3u8?userid=423579792&sign=63a8714839a82b004be0ad04d411d70448257f0810552706ffb995946097f138fb134ea42baca847c7f2a67763b701b113064bc00cc298a616833e66109ba39d1c28f0dea54422f8f6a1fba9210975&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV16,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?
CCTV17,https://mgtv.ottiptv.cc/mg/673168256.m3u8?userid=423579792&sign=31362a0bfb45afc55c846092299c2c9cfa591a2c498e9c03d2659787cc88b0c524e1dba9c2860ae64406d44bac4fe7700e3a9889f078b3a82b29c549a61bdbe2efe770b9e3f6a3443c201aead6fa44ef&auth_token=acb0c268be4342419aa3ba49796b45e0
cctv17,https://live.ottiptv.cc/mcp/cctv17.m3u8?userid=423579792&sign=20965fb1483415bcdf25d563f3234d1d8dfc6d9640ec33815b4c62e234e03442052c2ffa6fe6ba3ea5b14b9c0dd706f11370a5fc53a824c2d55d6e41cd066104ab9143a8e0a21a37f6a36a0f79&auth_token=acb0c268be4342419aa3ba49796b45e0
CCTV17,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?
CGTN,https://mgtv.ottiptv.cc/mg/609017205.m3u8?userid=423579792&sign=748771a4c1c6e5b39dfab373cf265afec3eb82407fd01e51d5eff280e453539024d7acf0bde92c7fa95330da3e54f30b373bb2ada061696c29453738e03a0ab4a22c4d0d1f35787af76c59d812552d18&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN西语,https://mgtv.ottiptv.cc/mg/609006450.m3u8?userid=423579792&sign=d957e8044d31b6b47205827534bba5e6c222d1fe2ad192474137cd43a7f2b05e0b4a4c4f9ecbe95687bfe4d6b5ad9cc5cd5f588c1d5761a6693bfb1498d766029924308c62842606d2b64a208c64ed7a&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN法语,https://mgtv.ottiptv.cc/mg/609006476.m3u8?userid=423579792&sign=d609abe8a728849c0c73c44a9e58a1aaffea9fcffd6e96d1c2b8431c1a4806fb4fe99de570900fab84dd072b44624f8bfbbb57e285b184ae5a987d45599063e82127ebe6a054c9d04f82090ba40e8a75&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN俄语,https://mgtv.ottiptv.cc/mg/609006446.m3u8?userid=423579792&sign=cc70d7ceda803028b28b4851255bc6a9ad70838aaf777268966df0c8007d37708f49b8a488fe3959dc01f49c7316cfa1eca3ffc8e64f146bed96bbceb316526fc89e844e90985136b9c5857c939c2ee2&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN阿语,https://mgtv.ottiptv.cc/mg/609154345.m3u8?userid=423579792&sign=e26b4cce8862a3963cace3953e09c5271ca40f1bb03b38f2586b2b76d5b2b3b65dc9235f8bce9dfc1e828b1faf09e2dc86745bc845b6e9a474671817b62a3159143644abfc6056da1879472ea2e232e8&auth_token=acb0c268be4342419aa3ba49796b45e0
CGTN阿语,https://0472.org/hls/cgtna.m3u8

卫视,#genre#
安徽卫视,https://live.ottiptv.cc/mcp/anhui.m3u8?userid=423579792&sign=a53491d253130c8260ce6852e64465debc5a70f0951c496fc498050d2b2a7807f243fdef02ce8ec5fecb7a127007cd54731743c2e43ab2df1b54c7d6543500a59859bb2c230ecd7ec8546a81&auth_token=acb0c268be4342419aa3ba49796b45e0
安徽卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226943/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0QmKQ_slRCwvVVUUfxPVbw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
北京卫视,https://live.ottiptv.cc/mcp/beijing.m3u8?userid=423579792&sign=c7577ca6766fb7b69ab074aa44bee377759af5ee16545ad2600c8cb8fb419eb46108f8da7d6328c9da65387f6ec2b27138b37328487f8b97e4a64d6a46588c92e459ee37f09cfac2af08197c5c06&auth_token=acb0c268be4342419aa3ba49796b45e0
北京卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226900/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcYPi33WFyhvd6SjmqUKhJg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
重庆卫视,https://live.ottiptv.cc/mcp/chongqing.m3u8?userid=423579792&sign=f4dc6e2351b6199dc3bcff6b6e168014a6acc4efae0a023d74f6f613a1bbe60f014aa5aa2ac26cfd762ec9aa02a3c64eb9d47bab0b843b02dcac3c7847fe1dee9112a3bf1d551350ed8c25c4c202dd07&auth_token=acb0c268be4342419aa3ba49796b45e0
重庆卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226963/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjTXsJprEx2nE38tdvu5lhA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东方卫视,https://mgtv.ottiptv.cc/mg/651632648.m3u8?userid=423579792&sign=5afc24cc7a0d18b00bd5da8c177edb8312dfd703a4a10b2401609f976a8d1fa49be3d67da81324f6393812bed1dacffe43e45868de6e5c54994146df12ab912631965ade6abb0e8ca48ee1df796827d8&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,https://live.ottiptv.cc/mcp/dongfang.m3u8?userid=423579792&sign=fa8a40ab23f9d670feee4111f1b198557c0101d47fd5a6b4ec34d8a86d378c7d9f445f719fcfd4cf342c83fb4762fca015ea8dde208213df423754bce31b6303efc5606351b04327c1723006903a2b&auth_token=acb0c268be4342419aa3ba49796b45e0
东方卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226898/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0uh4lyjjBCCN7TCq21vSIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
东南卫视,https://mgtv.ottiptv.cc/mg/849116810.m3u8?userid=423579792&sign=a6ef54952e951e4b5dfbea4b20bd44ca0849c7d15fc073d13d2a52eca29d2ee858878aa74609056cc5ecb77db48922f9d833e58ad9e4eeb9f5cacf9b9b4e2a6f2acee82620fdd42f91b8d7cd061f02e6&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,https://live.ottiptv.cc/mcp/dongnan.m3u8?userid=423579792&sign=443a5d4c02f2a608df47e0b5aec72945a91637a78b6561ef7e583035bd50ded3548b5bc6756e2eb669a42cdb96d70f5ae490f2f2285bdd18b24fe1aad1c65d742c5d5c49445ee4d11f2e56a90af4&auth_token=acb0c268be4342419aa3ba49796b45e0
东南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226991/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQ6F5Mjgs0tJyEArWFL3vQA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
甘肃卫视,https://live.ottiptv.cc/mcp/gansu.m3u8?userid=423579792&sign=0eea49cc79c348ecfbf767ebcc4bf9ede7a9238412bcd08734add309d3706fb936f9b672e85a184710ded3228d236a31242ad63d6d2446d38f52c1062b1f45af17c245c1064c3f2d6b86c464&auth_token=acb0c268be4342419aa3ba49796b45e0
甘肃卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Err-CLugPnTcUinEM8JeySg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广东卫视,https://mgtv.ottiptv.cc/mg/608831231.m3u8?userid=423579792&sign=6b9baa4589b0058b050d795305f56007985c981a5bcd6869ec5855e6f50ddb5cb13d6afe38c14055d30e3a7930996cb200c9915e2d0779e5e86f9a5bd158162786ac5409c84d2c345f696edc9219b75a&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,https://live.ottiptv.cc/mcp/guangdong.m3u8?userid=423579792&sign=f7ed96e4228db460f52949ad2f488c48eecd276c35f6d944f469ca7de729474d8c103836a252a1a8c2a7f40d085b518d325bb1265d7d61b97548a7838dd639fd4733501c0a759eeeb21814fd149ebad2&auth_token=acb0c268be4342419aa3ba49796b45e0
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广西卫视,https://live.ottiptv.cc/mcp/guangxi.m3u8?userid=423579792&sign=0e604c06aed88a040a4ca076ad27ce4a0019c94db447a787b53b956bd343cc99db45a56ca363a0fc183764a7932274ddcddf1d2f12a1a2853f7ce6c9545fb28d0a33cf1bc2d2969663e80fa93721&auth_token=acb0c268be4342419aa3ba49796b45e0
广西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkAhb-89sxdm9fz6-heXCuw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
贵州卫视,https://live.ottiptv.cc/mcp/guizhou.m3u8?userid=423579792&sign=1bb3c552850d9402f574abf293c7b11d4065ea78376eaf7998c5401899d34a88c173b18ef1bcdb1308773a4bb06b5fa231f58ecce7e69c46e8605df0371e9652b37bc82e656c7a281c3d3fc775df&auth_token=acb0c268be4342419aa3ba49796b45e0
贵州卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227012/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EnqBF03rFwPucF8ODtWxLQQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
海南卫视,https://mgtv.ottiptv.cc/mg/947472502.m3u8?userid=423579792&sign=2b7a2a8af8db7a483840575354980508e165256aea637448a90fe75f80fa7a2ae6129a502e48cc6a5aea1f143f788d208d9d0f0840e8ec34e648aeaf9cda5e083a96f7250a802a7fd620c8acf0d30828&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,https://live.ottiptv.cc/mcp/hainan.m3u8?userid=423579792&sign=49481dc294faeb8ebe8f4ca082f8564ca390bae63b7fc14f599b565a54a1452248ec892e1801b7d0d8fb166e7a8b07a3efee6257b4ca1d116a8759493e6a5b12004024d5b736f93fb21cbc4e58&auth_token=acb0c268be4342419aa3ba49796b45e0
海南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEuBMjt2kLMD8fAO7QYER7Q%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河北卫视,https://live.ottiptv.cc/mcp/hebei.m3u8?userid=423579792&sign=e328dd2f293da36b2deeaec213207b9cb66bb8da4b55ce93bf200f28607e35a5f8454dfaa4136d469efc43a7035845da9847107cb94620959b76db3a1055f47a08ba8a1366af93396c8c7792&auth_token=acb0c268be4342419aa3ba49796b45e0
河北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227014/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErSGjhI3DMaaAASPrbQJYTg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河南卫视,https://mgtv.ottiptv.cc/mg/790187291.m3u8?userid=423579792&sign=37e14ac129150e265065b54d2feb98c7e2a8cd97d52841742c147b3db54b41e24a541c4dc2691ae8ca06b44752b9c7ec03789da787743dbf7a9325996091d63b70f21ac58f6ba6c27db2992d3e6dbcb3&auth_token=acb0c268be4342419aa3ba49796b45e0
河南卫视,https://live.ottiptv.cc/mcp/henan.m3u8?userid=423579792&sign=6b58886d7ea69c171bc83e0f0d8d1ded736ca7dc8d36c108fbf9cbea6aaa59a76502871999b847f17490e6b8757ab7f236ed4cc92361a895e40ed192855e2b7ff7bd7e953f84cb90b28ca954&auth_token=acb0c268be4342419aa3ba49796b45e0
